
=== gpu_va=0x0  A=map_seq000055_conn0_type00005e15_at104d30000_sz4000.hex  B=bo_sigusr1_h0_va0_cpu1050b8000_sz10000.hex ===
  +0x1a34: 0x1886293f -> 0x1b34abd9   (A 411445567  B 456436697)
  +0x1a38: 0x14800002 -> 0x01a70800   (A 343932930  B 27723776)
  +0x1a3c: 0x1a5407a7 -> 0x2c031654   (A 441714599  B 738399828)
  +0x1a40: 0x20ac6403 -> 0x00627820   (A 548168707  B 6453280)
  +0x1a44: 0x082d2799 -> 0x1935a1f9   (A 137176985  B 422945273)
  +0x1a48: 0x01a70200 -> 0x07a70080   (A 27722240  B 128385152)
  +0x1a4c: 0x3c031454 -> 0x28031454   (A 1006834772  B 671290452)
  +0x1a50: 0x00627820 -> 0x9b6260ac   (A 6453280  B 2606915756)
  +0x1a54: 0xbf278dcb -> 0x10851f27   (A 3207040459  B 277159719)
  +0x1a58: 0x00000210 -> 0x93424002   (A 528  B 2470592514)
  +0x1a5c: 0x23090000 -> 0xa0268121   (A 587792384  B 2686877985)
  +0x1a60: 0x07a73179 -> 0xa0a00202   (A 128397689  B 2694840834)
  +0x1a64: 0x30031854 -> 0x0c5401a7   (A 805509204  B 206832039)
  +0x1a68: 0x1bd920ac -> 0x78201803   (A 467214508  B 2015369219)
  +0x1a6c: 0x0210082d -> 0x93420062   (A 34605101  B 2470576226)
  +0x1a70: 0x13382199 -> 0x8023a121   (A 322445721  B 2149818657)
  +0x1a74: 0x1b34abd9 -> 0x08800203   (A 456436697  B 142606851)
  +0x1a78: 0x01a70800 -> 0x00010000   (A 27723776  B 65536)
  +0x1a7c: 0x2c031654 -> 0x082d15a9   (A 738399828  B 137172393)
  +0x1a80: 0x00627820 -> 0x07a70200   (A 6453280  B 128385536)
  +0x1a84: 0x1935a1f9 -> 0x2c031054   (A 422945273  B 738398292)
  +0x1a88: 0x07a70080 -> 0x08b960ac   (A 128385152  B 146366636)
  +0x1a8c: 0x28031454 -> 0x25c91328   (A 671290452  B 633934632)
  +0x1a90: 0x9b6260ac -> 0x07272f39   (A 2606915756  B 120008505)
  +0x1a94: 0x10851f27 -> 0x2c031654   (A 277159719  B 738399828)
  +0x1a98: 0x93424002 -> 0x000348b4   (A 2470592514  B 215220)
  +0x1a9c: 0xa0268121 -> 0x153819a9   (A 2686877985  B 355998121)
  +0x1aa0: 0xa0a00202 -> 0x082d1189   (A 2694840834  B 137171337)
  +0x1aa4: 0x0c5401a7 -> 0x07a70200   (A 206832039  B 128385536)
  +0x1aa8: 0x78201803 -> 0x18030c54   (A 2015369219  B 402852948)
  +0x1aac: 0x93420062 -> 0x1dc960ac   (A 2470576226  B 499736748)
  +0x1ab0: 0x8023a121 -> 0x07a72d39   (A 2149818657  B 128396601)
  +0x1ab4: 0x08800203 -> 0x2c031654   (A 142606851  B 738399828)
  +0x1ab8: 0x00010000 -> 0x1b7260ac   (A 65536  B 460480684)
  +0x1abc: 0x082d15a9 -> 0x0a841f3f   (A 137172393  B 176430911)
  +0x1ac0: 0x07a70200 -> 0x19590002   (A 128385536  B 425263106)
  +0x1ac4: 0x2c031054 -> 0x0d891138   (A 738398292  B 227086648)
  +0x1ac8: 0x08b960ac -> 0x0200082d   (A 146366636  B 33556525)
  +0x1acc: 0x25c91328 -> 0x81218b42   (A 633934632  B 2166459202)
  +0x1ad0: 0x07272f39 -> 0x0202a026   (A 120008505  B 33726502)
  +0x1ad4: 0x2c031654 -> 0x1362a0a0   (A 738399828  B 325230752)
  +0x1ad8: 0x000348b4 -> 0x16830b2f   (A 215220  B 377686831)
  +0x1adc: 0x153819a9 -> 0x12800203   (A 355998121  B 310379011)
  +0x1ae0: 0x082d1189 -> 0x00010000   (A 137171337  B 65536)
  +0x1ae4: 0x07a70200 -> 0xa1218b42   (A 128385536  B 2703330114)
  +0x1ae8: 0x18030c54 -> 0x02038023   (A 402852948  B 33783843)
  +0x1aec: 0x1dc960ac -> 0x00000880   (A 499736748  B 2176)
  +0x1af0: 0x07a72d39 -> 0x07270001   (A 128396601  B 119996417)
  +0x1af4: 0x2c031654 -> 0x18020c54   (A 738399828  B 402787412)
  +0x1af8: 0x1b7260ac -> 0x000208b4   (A 460480684  B 133300)
  +0x1afc: 0x0a841f3f -> 0x2b390f99   (A 176430911  B 725159833)
  +0x1b00: 0x19590002 -> 0x8b280879   (A 425263106  B 2334656633)
  +0x1b04: 0x0d891138 -> 0x11381389   (A 227086648  B 288887689)
  +0x1b08: 0x0200082d -> 0x0e540727   (A 33556525  B 240387879)
  +0x1b0c: 0x81218b42 -> 0x48b41c03   (A 2166459202  B 1219763203)
  +0x1b10: 0x0202a026 -> 0x91420003   (A 33726502  B 2437021699)
  +0x1b14: 0x1362a0a0 -> 0xa0268121   (A 325230752  B 2686877985)
  +0x1b18: 0x16830b2f -> 0xa0a00202   (A 377686831  B 2694840834)
  +0x1b1c: 0x12800203 -> 0x81219592   (A 310379011  B 2166461842)
  +0x1b20: 0x00010000 -> 0x0202a026   (A 65536  B 33726502)
  +0x1b24: 0xa1218b42 -> 0x9142a0a0   (A 2703330114  B 2437062816)
  +0x1b28: 0x02038023 -> 0x8023a121   (A 33783843  B 2149818657)
  +0x1b2c: 0x00000880 -> 0x08800203   (A 2176  B 142606851)
  +0x1b30: 0x07270001 -> 0x00010000   (A 119996417  B 65536)
  +0x1b34: 0x18020c54 -> 0xa1219592   (A 402787412  B 2703332754)
  +0x1b38: 0x000208b4 -> 0x02038023   (A 133300  B 33783843)
  +0x1b3c: 0x2b390f99 -> 0x00001280   (A 725159833  B 4736)
  +0x1b40: 0x8b280879 -> 0x07a70001   (A 2334656633  B 128385025)
  +0x1b44: 0x11381389 -> 0x1c031854   (A 288887689  B 469964884)
  +0x1b48: 0x0e540727 -> 0x087960ac   (A 240387879  B 142172332)
  +0x1b4c: 0x48b41c03 -> 0x07279128   (A 1219763203  B 120033576)
  +0x1b50: 0x91420003 -> 0x1c030e54   (A 2437021699  B 469962324)
  +0x1b54: 0xa0268121 -> 0x000348b4   (A 2686877985  B 215220)
  +0x1b58: 0xa0a00202 -> 0x95281299   (A 2694840834  B 2502431385)
  +0x1b5c: 0x81219592 -> 0x12540727   (A 2166461842  B 307496743)
  +0x1b60: 0x0202a026 -> 0x48b42403   (A 33726502  B 1219765251)
  +0x1b64: 0x9142a0a0 -> 0x0b520003   (A 2437062816  B 189923331)
  +0x1b68: 0x8023a121 -> 0x18830b2f   (A 2149818657  B 411241263)
  +0x1b6c: 0x08800203 -> 0x0a800203   (A 142606851  B 176161283)
  +0x1b74: 0xa1219592 -> 0x0a540727   (A 2703332754  B 173279015)
  +0x1b78: 0x02038023 -> 0x08b41403   (A 33783843  B 146019331)
  +0x1b7c: 0x00001280 -> 0x07a70002   (A 4736  B 128385026)
  +0x1b80: 0x07a70001 -> 0x24031654   (A 128385025  B 604182100)
  +0x1b84: 0x1c031854 -> 0x07a760ac   (A 469964884  B 128409772)
  +0x1b88: 0x087960ac -> 0x1c031254   (A 142172332  B 469963348)
  +0x1b8c: 0x07279128 -> 0x002760ac   (A 120033576  B 2580652)
  +0x1b90: 0x1c030e54 -> 0x18030c54   (A 469962324  B 402852948)
  +0x1b94: 0x000348b4 -> 0x11f0002c   (A 215220  B 300941356)
  +0x1b98: 0x95281299 -> 0x15720001   (A 2502431385  B 359792641)
  +0x1b9c: 0x12540727 -> 0x16830b2f   (A 307496743  B 377686831)
  +0x1ba0: 0x48b42403 -> 0x14800203   (A 1219765251  B 343933443)
  +0x1ba4: 0x0b520003 -> 0x00010000   (A 189923331  B 65536)
  +0x1ba8: 0x18830b2f -> 0x0e540727   (A 411241263  B 240387879)
  +0x1bac: 0x0a800203 -> 0x08b41c03   (A 176161283  B 146021379)
  +0x1bb0: 0x00010000 -> 0x11820002   (A 65536  B 293732354)
  +0x1bb4: 0x0a540727 -> 0x12830b2f   (A 173279015  B 310577967)
  +0x1bb8: 0x08b41403 -> 0x10800203   (A 146019331  B 276824579)
  +0x1bbc: 0x07a70002 -> 0x00010000   (A 128385026  B 65536)
  +0x1bc0: 0x24031654 -> 0x10540727   (A 604182100  B 273942311)
  +0x1bc4: 0x07a760ac -> 0x08b42003   (A 128409772  B 146022403)
  +0x1bc8: 0x1c031254 -> 0x0d6b0002   (A 469963348  B 225116162)
  +0x1bcc: 0x002760ac -> 0x0200152f   (A 2580652  B 33559855)
  +0x1bd0: 0x18030c54 -> 0x00000000   (A 402852948  B 0)
  +0x1bd4: 0x11f0002c -> 0x0e540027   (A 300941356  B 240386087)
  +0x1bd8: 0x15720001 -> 0x002c1c03   (A 359792641  B 2890755)
  +0x1bdc: 0x16830b2f -> 0x000111f0   (A 377686831  B 70128)
  +0x1be0: 0x14800203 -> 0x0854019f   (A 343933443  B 139723167)
  +0x1be4: 0x00010000 -> 0x00481403   (A 65536  B 4723715)
  +0x1be8: 0x0e540727 -> 0x01ab0117   (A 240387879  B 27984151)
  +0x1bec: 0x08b41c03 -> 0x0200172f   (A 146021379  B 33560367)
  +0x1bf0: 0x11820002 -> 0x00004000   (A 293732354  B 16384)
  +0x1bf4: 0x12830b2f -> 0x0a5400a7   (A 310577967  B 173277351)
  +0x1bf8: 0x10800203 -> 0x00141003   (A 276824579  B 1314819)
  +0x1bfc: 0x00010000 -> 0x009111d0   (A 65536  B 9507280)
  +0x1c00: 0x10540727 -> 0x0054019f   (A 273942311  B 5505439)
  +0x1c04: 0x08b42003 -> 0x00482003   (A 146022403  B 4726787)
  +0x1c08: 0x0d6b0002 -> 0x0f7b0117   (A 225116162  B 259719447)
  +0x1c14: 0x0e540027 -> 0x005400a7   (A 240386087  B 5505191)
  +0x1c18: 0x002c1c03 -> 0x00140003   (A 2890755  B 1310723)
  +0x1c1c: 0x000111f0 -> 0x009111d0   (A 70128  B 9507280)
  +0x1c20: 0x0854019f -> 0x172f038b   (A 139723167  B 388957067)
  +0x1c24: 0x00481403 -> 0x00000200   (A 4723715  B 512)
  +0x1c28: 0x01ab0117 -> 0x019f0000   (A 27984151  B 27197440)
  +0x1c2c: 0x0200172f -> 0x18030c54   (A 33560367  B 402852948)
  +0x1c30: 0x00004000 -> 0x0517a850   (A 16384  B 85436496)
  +0x1c34: 0x0a5400a7 -> 0x0254019f   (A 173277351  B 39059871)
  +0x1c38: 0x00141003 -> 0xa8401c03   (A 1314819  B 2822773763)
  +0x1c3c: 0x009111d0 -> 0x019f0517   (A 9507280  B 27198743)
  +0x1c40: 0x0054019f -> 0x18020e54   (A 5505439  B 402787924)
  +0x1c44: 0x00482003 -> 0x0517a828   (A 4726787  B 85436456)
  +0x1c48: 0x0f7b0117 -> 0x1054019f   (A 259719447  B 273940895)
  +0x1c4c: 0x0200152f -> 0xa8000402   (A 33559855  B 2818573314)
  +0x1c50: 0x00000000 -> 0x00e70517   (A 0  B 15140119)
  +0x1c54: 0x005400a7 -> 0x00020e54   (A 5505191  B 134740)
  +0x1c58: 0x00140003 -> 0x01590000   (A 1310723  B 22609920)
  +0x1c5c: 0x009111d0 -> 0x0008a000   (A 9507280  B 565248)
  +0x1c60: 0x172f038b -> 0x1904040f   (A 388957067  B 419693583)
  +0x1c64: 0x00000200 -> 0x7464010f   (A 512  B 1952710927)
  +0x1c68: 0x019f0000 -> 0x00000008   (A 27197440  B 8)
  +0x1c6c: 0x18030c54 -> 0x01020000   (A 402852948  B 16908288)
  +0x1c70: 0x0517a850 -> 0x8026822d   (A 85436496  B 2150007341)
  +0x1c74: 0x0254019f -> 0x81200207   (A 39059871  B 2166358535)
  +0x1c78: 0xa8401c03 -> 0x8003031a   (A 2822773763  B 2147681050)
  +0x1c7c: 0x019f0517 -> 0x02078126   (A 27198743  B 34046246)
  +0x1c80: 0x18020e54 -> 0x150f0080   (A 402787924  B 353304704)
  +0x1c84: 0x0517a828 -> 0x010f2154   (A 85436456  B 17768788)
  +0x1c88: 0x1054019f -> 0x00085254   (A 273940895  B 545364)
  +0x1c8c: 0xa8000402 -> 0x00000000   (A 2818573314  B 0)
  +0x1c90: 0x00e70517 -> 0x12440067   (A 15140119  B 306446439)
  +0x1c94: 0x00020e54 -> 0x00000009   (A 134740  B 9)
  +0x1c98: 0x01590000 -> 0x40048557   (A 22609920  B 1074038103)
  +0x1c9c: 0x0008a000 -> 0x07a70022   (A 565248  B 128385058)
  +0x1ca0: 0x1904040f -> 0x38020054   (A 419693583  B 939655252)
  +0x1ca4: 0x7464010f -> 0x07a7208c   (A 1952710927  B 128393356)
  +0x1ca8: 0x00000008 -> 0x24031a56   (A 8  B 604183126)
  +0x1cac: 0x01020000 -> 0x019f208e   (A 16908288  B 27205774)
  +0x1cb0: 0x8026822d -> 0x28031454   (A 2150007341  B 671290452)
  +0x1cb4: 0x81200207 -> 0x0517a870   (A 2166358535  B 85436528)
  +0x1cb8: 0x8003031a -> 0x145407a7   (A 2147681050  B 341051303)
  +0x1cbc: 0x02078126 -> 0x20ac2803   (A 34046246  B 548153347)
  +0x1cc0: 0x150f0080 -> 0x1254019f   (A 353304704  B 307495327)
  +0x1cc4: 0x010f2154 -> 0xa8482c03   (A 17768788  B 2823302147)
  +0x1cc8: 0x00085254 -> 0x07a70517   (A 545364  B 128386327)
  +0x1ccc: 0x00000000 -> 0x24031254   (A 0  B 604181076)
  +0x1cd0: 0x12440067 -> 0x011f20ac   (A 306446439  B 18817196)
  +0x1cd4: 0x00000009 -> 0x00021654   (A 9  B 136788)
  +0x1cd8: 0x40048557 -> 0x04118c38   (A 1074038103  B 68258872)
  +0x1cdc: 0x07a70022 -> 0x1c54011f   (A 128385058  B 475267359)
  +0x1ce0: 0x38020054 -> 0x8c400002   (A 939655252  B 2353004546)
  +0x1ce4: 0x07a7208c -> 0x011f0411   (A 128393356  B 18809873)
  +0x1ce8: 0x24031a56 -> 0x1c021e54   (A 604183126  B 469900884)
  +0x1cec: 0x019f208e -> 0x01112806   (A 27205774  B 17901574)
  +0x1cf0: 0x28031454 -> 0x91650d22   (A 671290452  B 2439318818)
  +0x1cf4: 0x0517a870 -> 0x00078126   (A 85436528  B 491814)
  +0x1cf8: 0x145407a7 -> 0x011f8020   (A 341051303  B 18841632)
  +0x1cfc: 0x20ac2803 -> 0x20022054   (A 548153347  B 537010260)
  +0x1d00: 0x1254019f -> 0x01112804   (A 307495327  B 17901572)
  +0x1d04: 0xa8482c03 -> 0x0f050b42   (A 2823302147  B 251988802)
  +0x1d08: 0x07a70517 -> 0x00072486   (A 128386327  B 468102)
  +0x1d0c: 0x24031254 -> 0x003b8020   (A 604181076  B 3899424)
  +0x1d10: 0x011f20ac -> 0x050f0060   (A 18817196  B 84869216)
  +0x1d14: 0x00021654 -> 0x19121a54   (A 136788  B 420616788)
  +0x1d18: 0x04118c38 -> 0x26071267   (A 68258872  B 637997671)
  +0x1d1c: 0x1c54011f -> 0x18000a17   (A 475267359  B 402655767)
  +0x1d20: 0x8c400002 -> 0x01000000   (A 2353004546  B 16777216)
  +0x1d24: 0x011f0411 -> 0x01658329   (A 18809873  B 23429929)
  +0x1d28: 0x1c021e54 -> 0x009f0080   (A 469900884  B 10420352)
  +0x1d2c: 0x01112806 -> 0x44032254   (A 17901574  B 1141056084)
  +0x1d30: 0x91650d22 -> 0x26500030   (A 2439318818  B 642777136)
  +0x1d34: 0x00078126 -> 0x07270002   (A 491814  B 119996418)
  +0x1d38: 0x011f8020 -> 0x48032854   (A 18841632  B 1208166484)
  +0x1d3c: 0x20022054 -> 0x000208b4   (A 537010260  B 133300)
  +0x1d40: 0x01112804 -> 0x2c54019f   (A 17901572  B 743702943)
  +0x1d44: 0x0f050b42 -> 0x68304403   (A 251988802  B 1747993603)
  +0x1d48: 0x00072486 -> 0x83290116   (A 468102  B 2200502550)
  +0x1d4c: 0x003b8020 -> 0x00821b65   (A 3899424  B 8526693)
  +0x1d50: 0x050f0060 -> 0x00600000   (A 84869216  B 6291456)
  +0x1d54: 0x19121a54 -> 0x019f0000   (A 420616788  B 27197440)
  +0x1d58: 0x26071267 -> 0x58032254   (A 637997671  B 1476600404)
  +0x1d5c: 0x18000a17 -> 0x0511aca2   (A 402655767  B 85044386)
  +0x1d60: 0x01000000 -> 0x4a540727   (A 16777216  B 1247020839)
  +0x1d64: 0x01658329 -> 0x08b44803   (A 23429929  B 146032643)
  +0x1d68: 0x009f0080 -> 0x019f0002   (A 10420352  B 27197442)
  +0x1d6c: 0x44032254 -> 0x94022a54   (A 1141056084  B 2483169876)
  +0x1d70: 0x26500030 -> 0x0115283a   (A 642777136  B 18163770)
  +0x1d74: 0x07270002 -> 0x2454019f   (A 119996418  B 609485215)
  +0x1d78: 0x48032854 -> 0x88880202   (A 1208166484  B 2290614786)
  +0x1d7c: 0x000208b4 -> 0x00670411   (A 133300  B 6751249)
  +0x1d80: 0x2c54019f -> 0x91013e54   (A 743702943  B 2432777812)
  +0x1d84: 0x68304403 -> 0x09590020   (A 1747993603  B 156827680)
  +0x1d88: 0x83290116 -> 0x00484000   (A 2200502550  B 4734976)
  +0x1d8c: 0x00821b65 -> 0x2254019f   (A 8526693  B 575930783)
  +0x1d90: 0x00600000 -> 0x68349402   (A 6291456  B 1748276226)
  +0x1d94: 0x019f0000 -> 0x00670114   (A 27197440  B 6750484)
  +0x1d98: 0x58032254 -> 0x95013654   (A 1476600404  B 2499884628)
  +0x1d9c: 0x0511aca2 -> 0x08190020   (A 85044386  B 135856160)
  +0x1da0: 0x4a540727 -> 0x00484000   (A 1247020839  B 4734976)
  +0x1da4: 0x08b44803 -> 0x42540067   (A 146032643  B 1112801383)
  +0x1da8: 0x019f0002 -> 0x00209201   (A 27197442  B 2134529)
  +0x1dac: 0x94022a54 -> 0x40000819   (A 2483169876  B 1073743897)
  +0x1db0: 0x0115283a -> 0x00670048   (A 18163770  B 6750280)
  +0x1db4: 0x2454019f -> 0x91013a44   (A 609485215  B 2432776772)
  +0x1db8: 0x88880202 -> 0x08990020   (A 2290614786  B 144244768)
  +0x1dbc: 0x00670411 -> 0x00484000   (A 6751249  B 4734976)
  +0x1dc0: 0x91013e54 -> 0x15658319   (A 2432777812  B 358974233)
  +0x1dc4: 0x09590020 -> 0x07270080   (A 156827680  B 119996544)
  +0x1dc8: 0x00484000 -> 0x44034854   (A 4734976  B 1141065812)
  +0x1dcc: 0x2254019f -> 0x000208b4   (A 575930783  B 133300)
  +0x1dd0: 0x68349402 -> 0x13658319   (A 1748276226  B 325419801)
  +0x1dd4: 0x00670114 -> 0x00000082   (A 6750484  B 130)
  +0x1dd8: 0x95013654 -> 0x00000060   (A 2499884628  B 96)
  +0x1ddc: 0x08190020 -> 0x54540727   (A 135856160  B 1414792999)
  +0x1de0: 0x00484000 -> 0x08b44403   (A 4734976  B 146031619)
  +0x1de4: 0x42540067 -> 0x019f0002   (A 1112801383  B 27197442)
  +0x1de8: 0x00209201 -> 0x58032254   (A 2134529  B 1476600404)
  +0x1dec: 0x40000819 -> 0x0513a920   (A 1073743897  B 85174560)
  +0x1df0: 0x00670048 -> 0x2c54019f   (A 6750280  B 743702943)
  +0x1df4: 0x91013a44 -> 0x283aa802   (A 2432776772  B 674932738)
  +0x1df8: 0x08990020 -> 0x019f0115   (A 144244768  B 27197717)
  +0x1dfc: 0x00484000 -> 0x02022a54   (A 4734976  B 33696340)
  +0x1e00: 0x15658319 -> 0x04118888   (A 358974233  B 68257928)
  +0x1e04: 0x07270080 -> 0x22540067   (A 119996544  B 575930471)
  +0x1e08: 0x44034854 -> 0x00209101   (A 1141065812  B 2134273)
  +0x1e0c: 0x000208b4 -> 0x400008d9   (A 133300  B 1073744089)
  +0x1e10: 0x13658319 -> 0x019f0048   (A 325419801  B 27197512)
  +0x1e14: 0x00000082 -> 0xa8023254   (A 130  B 2818716244)
  +0x1e18: 0x00000060 -> 0x01146834   (A 96  B 18114612)
  +0x1e1c: 0x54540727 -> 0x2e540067   (A 1414792999  B 777257063)
  +0x1e20: 0x08b44403 -> 0x00209601   (A 146031619  B 2135553)
  +0x1e24: 0x019f0002 -> 0x400008d9   (A 27197442  B 1073744089)
  +0x1e28: 0x58032254 -> 0x00670048   (A 1476600404  B 6750280)
  +0x1e2c: 0x0513a920 -> 0x95012a54   (A 85174560  B 2499881556)
  +0x1e30: 0x2c54019f -> 0x09190020   (A 743702943  B 152633376)
  +0x1e34: 0x283aa802 -> 0x00484000   (A 674932738  B 4734976)
  +0x1e38: 0x019f0115 -> 0x32440067   (A 27197717  B 843317351)
  +0x1e3c: 0x02022a54 -> 0x00209901   (A 33696340  B 2136321)
  +0x1e40: 0x04118888 -> 0x40000859   (A 68257928  B 1073743961)
  +0x1e44: 0x22540067 -> 0x07a70048   (A 575930471  B 128385096)
  +0x1e48: 0x00209101 -> 0x50022854   (A 2134273  B 1342318676)
  +0x1e4c: 0x400008d9 -> 0xc13b20ac   (A 1073744089  B 3241877676)
  +0x1e50: 0x019f0048 -> 0x0210bfa7   (A 27197512  B 34652071)
  +0x1e54: 0xa8023254 -> 0x00008000   (A 2818716244  B 32768)
  +0x1e58: 0x01146834 -> 0x465407a7   (A 18114612  B 1179912103)
  +0x1e5c: 0x2e540067 -> 0x20ac8c03   (A 777257063  B 548178947)
  +0x1e60: 0x00209601 -> 0x086d2949   (A 2135553  B 141371721)
  +0x1e64: 0x400008d9 -> 0x07a70210   (A 1073744089  B 128385552)
  +0x1e68: 0x00670048 -> 0x94034a54   (A 6750280  B 2483243604)
  +0x1e6c: 0x95012a54 -> 0x816920ac   (A 2499881556  B 2171150508)
  +0x1e70: 0x09190020 -> 0x080029b4   (A 152633376  B 134228404)
  +0x1e74: 0x00484000 -> 0xbf67b94b   (A 4734976  B 3211245899)
  +0x1e78: 0x32440067 -> 0x00002210   (A 843317351  B 8720)
  +0x1e7c: 0x00209901 -> 0xa1790000   (A 2136321  B 2709061632)
  +0x1e80: 0x40000859 -> 0x008047b5   (A 1073743961  B 8406965)
  +0x1e84: 0x07a70048 -> 0x465407a7   (A 128385096  B 1179912103)
  +0x1e88: 0x50022854 -> 0x20ac5003   (A 1342318676  B 548163587)
  +0x1e8c: 0xc13b20ac -> 0xcf67cd42   (A 3241877676  B 3479686466)
  +0x1e90: 0x0210bfa7 -> 0x00024486   (A 34652071  B 148614)
  +0x1e94: 0x00008000 -> 0x01a74080   (A 32768  B 27738240)
  +0x1e98: 0x465407a7 -> 0x50032854   (A 1179912103  B 1342384212)
  +0x1e9c: 0x20ac8c03 -> 0x00627820   (A 548178947  B 6453280)
  +0x1ea0: 0x086d2949 -> 0x08ad4b09   (A 141371721  B 145574665)
  +0x1ea4: 0x07a70210 -> 0x9b090210   (A 128385552  B 2601058832)
  +0x1ea8: 0x94034a54 -> 0x080041b4   (A 2483243604  B 134234548)
  +0x1eac: 0x816920ac -> 0x47b5a129   (A 2171150508  B 1203085609)
  +0x1eb0: 0x080029b4 -> 0x07a70080   (A 134228404  B 128385152)
  +0x1eb4: 0xbf67b94b -> 0x50034654   (A 3211245899  B 1342391892)
  +0x1eb8: 0x00002210 -> 0xc14260ac   (A 8720  B 3242352812)
  +0x1ebc: 0xa1790000 -> 0x3c86c567   (A 2709061632  B 1015465319)
  +0x1ec0: 0x008047b5 -> 0x38806002   (A 8406965  B 947937282)
  +0x1ec4: 0x465407a7 -> 0x285401a7   (A 1179912103  B 676594087)
  +0x1ec8: 0x20ac5003 -> 0x78205003   (A 548163587  B 2015383555)
  +0x1ecc: 0xcf67cd42 -> 0x4df20062   (A 3479686466  B 1307705442)
  +0x1ed0: 0x00024486 -> 0x42854f7f   (A 148614  B 1116032895)
  +0x1ed4: 0x01a74080 -> 0x47c90002   (A 27738240  B 1204355074)
  +0x1ed8: 0x50032854 -> 0x0200086d   (A 1342384212  B 33556589)
  +0x1edc: 0x00627820 -> 0x01693fe9   (A 6453280  B 23674857)
  +0x1ee0: 0x08ad4b09 -> 0x285407a7   (A 145574665  B 676595623)
  +0x1ee4: 0x9b090210 -> 0x60ac5003   (A 2601058832  B 1621905411)
  +0x1ee8: 0x080041b4 -> 0x39783de9   (A 134234548  B 964181481)
  +0x1eec: 0x47b5a129 -> 0x3e54002f   (A 1203085609  B 1045692463)
  +0x1ef0: 0x07a70080 -> 0x40927803   (A 128385152  B 1083340803)
  +0x1ef4: 0x50034654 -> 0x41b20002   (A 1342391892  B 1102184450)
  +0x1ef8: 0xc14260ac -> 0x3a85457f   (A 3242352812  B 981812607)
  +0x1efc: 0x3c86c567 -> 0x29490002   (A 1015465319  B 692649986)
  +0x1f00: 0x38806002 -> 0x0200086d   (A 947937282  B 33556589)
  +0x1f04: 0x285401a7 -> 0x1b6937b9   (A 676594087  B 459880377)
  +0x1f08: 0x78205003 -> 0x29783749   (A 2015383555  B 695744329)
  +0x1f0c: 0x4df20062 -> 0xbf64bdd9   (A 1307705442  B 3211050457)
  +0x1f10: 0x42854f7f -> 0x002f0800   (A 1116032895  B 3082240)
  +0x1f14: 0x47c90002 -> 0x50033854   (A 1204355074  B 1342388308)
  +0x1f18: 0x0200086d -> 0x00024092   (A 33556589  B 147602)
  +0x1f1c: 0x01693fe9 -> 0xa16f3bb2   (A 23674857  B 2708421554)
  +0x1f20: 0x285407a7 -> 0x02003e86   (A 676595623  B 33570438)
  +0x1f24: 0x60ac5003 -> 0x002f3c80   (A 1621905411  B 3095680)
  +0x1f28: 0x39783de9 -> 0x6c033654   (A 964181481  B 1812149844)
  +0x1f2c: 0x3e54002f -> 0x000240b0   (A 1045692463  B 147632)
  +0x1f30: 0x40927803 -> 0xb964a9e9   (A 1083340803  B 3110382057)
  +0x1f34: 0x41b20002 -> 0x07270800   (A 1102184450  B 119998464)
  +0x1f38: 0x3a85457f -> 0x6c033654   (A 981812607  B 1812149844)
  +0x1f3c: 0x29490002 -> 0x000208b4   (A 692649986  B 133300)
  +0x1f40: 0x0200086d -> 0xa16f3d42   (A 33556589  B 2708421954)
  +0x1f44: 0x1b6937b9 -> 0x02003885   (A 459880377  B 33568901)
  +0x1f48: 0x29783749 -> 0x3854002f   (A 695744329  B 945029167)
  +0x1f4c: 0xbf64bdd9 -> 0x40b05003   (A 3211050457  B 1085296643)
  +0x1f50: 0x002f0800 -> 0x374b0002   (A 3082240  B 927662082)
  +0x1f54: 0x50033854 -> 0x07a7976a   (A 1342388308  B 128423786)
  +0x1f58: 0x00024092 -> 0x50033654   (A 147602  B 1342387796)
  +0x1f5c: 0xa16f3bb2 -> 0x0727208e   (A 2708421554  B 120004750)
  +0x1f60: 0x02003e86 -> 0x70033854   (A 33570438  B 1879259220)
  +0x1f64: 0x002f3c80 -> 0x000208b4   (A 3095680  B 133300)
  +0x1f68: 0x6c033654 -> 0x525407a7   (A 1812149844  B 1381238695)
  +0x1f6c: 0x000240b0 -> 0x208e1c03   (A 147632  B 546184195)
  +0x1f70: 0xb964a9e9 -> 0x3c540727   (A 3110382057  B 1012139815)
  +0x1f74: 0x07270800 -> 0x08966c03   (A 119998464  B 144075779)
  +0x1f78: 0x6c033654 -> 0x395b0002   (A 1812149844  B 962265090)
  +0x1f7c: 0x000208b4 -> 0x07a71daa   (A 133300  B 128392618)
  +0x1f80: 0xa16f3d42 -> 0x94033854   (A 2708421954  B 2483238996)
  +0x1f84: 0x02003885 -> 0x011f208e   (A 33568901  B 18817166)
  +0x1f88: 0x3854002f -> 0x50033e54   (A 945029167  B 1342389844)
  +0x1f8c: 0x40b05003 -> 0x0515a8f0   (A 1085296643  B 85305584)
  +0x1f90: 0x374b0002 -> 0x505400af   (A 927662082  B 1347682479)
  +0x1f94: 0x07a7976a -> 0x4800a403   (A 128423786  B 1208001539)
  +0x1f98: 0x50033654 -> 0x011f0020   (A 1342387796  B 18808864)
  +0x1f9c: 0x0727208e -> 0x7c034054   (A 120004750  B 2080587860)
